Sitio,Región,Referencia,Latitud,Longitud,Cacicazgos,Formativo,Colonial,Paleoindio,Republicano,Total,Fechas
"Peña Roja","Tierras bajas orientales","Cavelier, et al.1995; Gnecco & Mora 1997; Morcote 1994; Llanos, J. M. 1995; 1997; Piperno & Pearsal 1998; Mora 2001; Mora & Gnecco 2003",-0.659157,-72.083538,9,0,0,6,0,15,-7300; -7210; -7175; -6760; -6560; -6140; 550; 585; 1110; 1195; 1215; 1255; 1365; 1370; 1565
"Peñitas","Altiplano Cundiboyacense","Boada, et al., 1989",5.557453,-73.439742,1,0,0,0,0,1,1305
"Peñones de Bogotá","Magdalena medio","López, 1990, 1992; López, & Botero, 1993",6.399353378,-74.41046746,0,2,0,0,0,2,-4030; -1180
"Piedra Pintada","Altiplano Cundiboyacense","Becerra, 1985",5.034453,-73.58335,1,0,0,0,0,1,-210
"Pikotsutsikchk","Alto Magdalena","Urdaneta, 1991",2.622242,-76.272497,1,0,0,0,0,1,-130
"Pimienta 5","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993; Plazas; Falchetti; van der Hammen &  Botero 1992",8.664170712,-75.04578466,1,1,0,0,0,2,-810; 870
"Pisba","Altiplano Cundiboyacense","Cárdenas, 1994",6.010,-72.660,1,0,0,0,0,1,1520
"Pubenza","Altiplano Cundiboyacense","Van der Hammen, 1986; Cardale, 1976",4.440,-74.660,3,0,0,1,0,4,-14350; 965; 1320; 1390
"Puerto Arturo","Tierras bajas orientales","Herrera, et al. 1989;  Cavelier, et al. 1990; Mora 2001",-0.565415,-72.408640,2,0,0,0,0,2,310; 1210
"Puerto Chacho","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Legros, 1990; 1992 :Rodríguez 1988; Archila 1991; Oyuela 1993; Arevalo & Maldonado 1990.",10.107339,-75.452422,0,5,0,0,0,5,-3270; -2490; 2780; 2850; 2880
"Puerto Hormiga","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Reichel-Dolmatoff, 1965; 1972;  Angulo, 1995",10.126078,-75.480589,0,6,0,0,0,6,-3090; -3020; -2925; -2925; -2565; -600
"Puerto Nuevo","Tierras bajas orientales","López, 1993",2.23,-73.7,0,1,0,0,0,1,-4470
"Purilia","Valles alto Calima y alto y medio del Cauca","Gähwiler, 1988",3.653274227,-76.59172002,1,0,0,0,0,1,530
"Purutal","Alto Magdalena","Cubillos,1986",1.908322356,-76.32655172,2,0,0,0,0,2,-20; 520
"Quebraditas","Altiplano Cundiboyacense","Garcia, & Gutierrez, 1985",5.015278,-73.9611011,0,1,0,0,0,1,-3410
"Quinchana","Alto Magdalena","Llanos, & Durán,1983",1.924511,-76.4148,1,0,0,0,0,1,1080
"Rancho Grande","Valles alto Calima y alto y medio del Cauca","Gahwiler, 1988",3.651008,-76.557942,1,0,0,0,0,1,1060
"Rotinet","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo,1986; 1988; 1995; Rodríguez 1988; Archila 1991; Oyuela 1993.",10.52297,-75.06338,0,3,0,0,0,3,-2240; -2240; -1850
"Sahagún-Colomboy","Magdalena medio","Botiva, et al. 1994",8.920,-75.430,1,0,0,0,0,1,980
"Salcedo I","Altiplano Cundiboyacense","Peña, 1991",4.538669793,-74.6129106,2,0,0,0,0,2,-10; 830
"San Antonio","Valles alto Calima y alto y medio del Cauca","Blanco, 1993",1.195992,-77.4681107,1,0,0,0,1,2,920; 1810
"San Isidro","Valles alto Calima y alto y medio del Cauca","Gnecco & Bravo 1994; Gnecco & Mora 1997",2.753208,-76.667575,0,0,0,3,0,3,-8100; -7580; -7580
"San Jacinto 2","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988",9.830,-75.110,0,2,0,0,0,2,-2615; -1555
"San Jacinto I","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Oyuela, 1993; 1987; Oyuela & Rodríguez 1995; Archila 1993; Legros; Rodríguez & Pauly 1988;  Bonzani, 1998:26",9.836563815,-75.07906321,0,3,0,0,0,3,-3990; -3750; -3715
"San Juan","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Angulo, 1983",10.63979581,-75.1899476,1,0,0,0,0,1,275
"San Juan de Bedout","Magdalena medio","Lopéz, 1989, 1998",6.605764216,-74.44550506,0,1,0,1,0,2,-8400; -510
"San Luis","Costa Pacífica","Rodríguez, 1988",3.930011,-76.776961,2,0,0,0,0,2,210; 550
"San Pedro","Uraba, alto Sinú","Plazas, et al. 1993",8.5113333,-74.91393055,1,0,0,0,0,1,680
"Santa Rosa VP1226","Alto Magdalena","Drennan, 1993",2.190,-76.080,1,0,0,0,0,1,370
"Santa Rosa - Herrera","Magdalena medio","Rodríguez, 1990",3.39072,-75.88225,1,0,0,0,0,1,370
"Santa Sofia","Tierras bajas orientales","Bolian, 1972",-3.92117,-70.16617,3,0,0,0,0,3,1030; 1040; 1215
"Sauzalito","Valles alto Calima y alto y medio del Cauca","Bray, et al.,1988",3.940,-76.520,0,0,0,3,0,3,-7720; -7650; -7350
"Siquianeca","Altiplano Cundiboyacense","Boada 1987; 1991;  Boada et al. 1988, 1989",5.58000,-73.48000,1,0,0,0,0,1,1020
"Sismógrafo","Magdalena medio","Cavelier, et al.1995",5.574033726,-74.89225446,1,0,0,0,0,1,890
"Sueva I","Altiplano Cundiboyacense","Correal, 1979",4.80550,-73.76604,0,1,0,1,0,2,-8140; -4440
"Tajumbina","Macizo Andino del sur","Cadavid & Ordoñez,1989; Cadavid, 1993",1.572246371,-76.94252995,2,4,0,0,0,6,-2590; -2450; -2080; -2080; 950; 950
"Tañik","Alto Magdalena","Urdaneta, 1991",2.63952,-76.342761,1,0,0,0,0,1,1065
"Tapias I","Altiplano Cundiboyacense","Boada, et al., 1989",5.5110394,-73.462481,1,0,0,0,0,1,1290
"Tequendama","Altiplano Cundiboyacense","Correal, 1973",4.320642,-74.163247,0,0,0,0,0,0,
"Tequendama I","Altiplano Cundiboyacense","Correal, 1980; Correal & van der Hammen 1977; van der Hammen & Correal 1978; van der Hammen,  Correal & van Klinken 1990",4.536623653,-74.27739769,1,4,0,15,0,20,-26940; -20300; -8970; -8780; -8640; -8510; -8200; -8190; -8180; -8075; -8040; -7790; -5285; -5140; -5040; -4445; -4425; -4070; -3855; -275
"Tibito I","Altiplano Cundiboyacense","Correal, 1981; van der Hammen, 1986",4.98648,-73.95596,0,0,0,1,0,1,-9790
"Tigrera","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Langebaek Rueda, 1987",11.06155849,-74.22112076,2,0,0,0,0,2,950; 970
"Tocaima","Magdalena medio","Mendoza Vargas, & Quiazua Torres, 1990",4.440,-74.660,2,0,0,0,0,2,-440; 270
"Tocarema 5","Altiplano Cundiboyacense","Peña, 1991",4.73503,-74.45633,1,1,0,0,0,2,-800; 130
"Torre 54","Magdalena medio","López, & Mendoza, 1994",10.839511,-74.865711,1,0,0,0,0,1,1495
"Tres Esquinas","Valles alto Calima y alto y medio del Cauca","Bray, et al., 1981",5.754722,-75.338333,1,0,0,0,0,1,765
"Ullumbe","Alto Magdalena","Cubillos,1991",1.8737,-76.2553,0,1,0,0,0,1,-1040
"UPTC","Altiplano Cundiboyacense","Castillo, 1984",5.510,-73.380,3,0,0,1,0,4,-9410; 1030; 1170; 1410
"Valle de Aburrá 22","Macizo Antioqueño","Santos 1994; 1995; 1995; Bermúdez 1995; Santos 1995;  Castillo 1992. Santos et al, 1998",6.270,-75.580,1,0,0,0,0,1,10
"V. A. 126","Macizo Antioqueño","Castillo, 1995",6.152,-75.667,1,0,0,0,0,1,90
"Villa Azul","Tierras bajas orientales","Herrera, Cavelier & Mora, 1987",-0.75,-72,1,0,0,0,0,1,850
"Villa de Leiva","Altiplano Cundiboyacense","Van der Hammen, 1986",5.600,-73.540,0,0,0,2,0,2,-40050; -18620
"Villa Elisa","Valles alto Calima y alto y medio del Cauca","Cano, 1995",5.083539,-75.987447,1,0,0,0,0,1,-440
"Villa Helena 1","Magdalena medio","López, 1988; López, 1991",6.421502844,-73.93846008,3,0,0,0,0,3,910; 1290; 1310
"Villa Helena 1","Magdalena medio","",6.1911,-73.50,3,0,0,0,0,3,910; 1290; 1310
"Vistahermosa 14","Altiplano Cundiboyacense","Correal, 1986;1987:17",3.7151,-74.5738,0,2,0,0,0,2,-1460; -1185
"Zipacón","Altiplano Cundiboyacense","Correal, & Pinto, 1983; Ardila 1985; Langebaek, 1995;  Bray 1995",4.75775,-74.38856,0,1,0,0,0,1,-1320
"Zipaquirá V","Altiplano Cundiboyacense","Cardale, 1981",5.019541522,-74.01721052,5,0,0,0,0,5,-500; -150; -5; 30; 60
"Zipaquirá III","Altiplano Cundiboyacense","Cardale,1981",5.016697,-74.014381,3,0,0,0,0,3,1430; 1440; 1500
"Zipaquirá V","Altiplano Cundiboyacense","",5.016697,-74.012578,5,0,0,0,0,5,-500; -150; -5; 30; 60
"Aguazul CC2","Tierras bajas orientales","Alarcón &  Segura 1998",5.149,72.3434,2,0,0,0,0,2,520; 930
"Alejandría-Yacimiento 12","Magdalena medio","Serna & Mejía 1994",6.02582385,-74.52241477,1,0,0,0,0,1,960
"Alto de Chinas","Alto Magdalena","Forero, 1997",1.30,-76.15,0,1,0,0,0,1,-1810
"Altomira-Yacimiento 14","Magdalena medio","Serna & Mejía 1994",5.85315172,-74.30918336,0,0,0,0,1,1,1805
"Arrancaplumas","Magdalena medio","Cifuentes Toro, 1991; 1993;",5.190,-74.770,1,0,0,0,0,1,-90
"Bugalagrande-PK 241+400","Magdalena medio","Bernal, 1997",4.220,-76.170,1,0,0,0,0,1,1125
"Alto de Quinchana","Alto Magdalena","Duque Gómez, 1966; Llanos &  Durán 1983.",1.885785,-76.33446,1,0,0,0,0,1,1080
"La Llanada","Valles alto Calima y alto y medio del Cauca","Salgado, 1986",4.314821384,-76.25003296,3,0,0,0,0,3,740; 950; 960
"Atuncela II","Valles alto Calima y alto y medio del Cauca","Alarcón,1995, 1996; Bernal,1995",3.73606139,-76.67961962,0,0,1,0,0,1,1680
"Caicedonia-PK 11+810","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.340,-75.840,1,0,0,0,0,1,1050
"Cambalache","Valles alto Calima y alto y medio del Cauca","Salgado, 1996",4.48376514,-75.77995638,1,0,0,0,0,1,1480
"Ca 6 - P2","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1993; Plazas,  Falchetti; van der Hammen &  Botero 1988",8.698739265,-74.956653,1,0,0,0,0,1,950
"Palmira-Cantarana","Valles alto Calima y alto y medio del Cauca","Patiño, 1996",3.56583111,-76.44696207,4,0,0,0,0,4,1000; 1030; 1040; 1110
"Carate 17","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, Falchetti; 1981; Plazas; Falchetti; Sáenz & Archila 1993",8.625992915,-75.12544103,1,0,0,0,0,1,310
"Ciénaga del Tigre I","Magdalena medio","Gómez & Correcha 1995",7.09185127,-73.82602476,2,0,0,0,0,2,-50; 140
"Cipango-Yacimiento 11","Magdalena medio","Serna & Mejía 1994",6.01101242,-74.49955217,0,0,0,0,1,1,1850
"City Gate","Valles alto Calima y alto y medio del Cauca","Salgado, 1996",5.94515241,-77.18242560,0,1,0,0,0,1,-540
"El Diamante-Yacimiento 32","Macizo Antioqueño","Santos, Bermudez, Correa &  Ospina 1996",6.44491823,-75.34318916,1,0,0,0,0,1,300
"El Gallo II","Uraba, alto Sinú","Botiva, et al. 1991",7.884375,-76.289667,2,0,0,0,0,2,750; 900
"El Pollo","Valles alto Calima y alto y medio del Cauca","Rodríguez, & Montejo 1996",4.81468103,-75.70184643,2,0,0,0,0,2,975; 1460
"El Radio-Yacimiento 10","Valles alto Calima y alto y medio del Cauca","Múnera, Monsalve; Vergara &Tabares 1996",4.976,-75.655,1,0,0,0,0,1,1440
"Garabato-Yacimiento 5","Macizo Antioqueño","Múnera & Botero 1997",6.44407082,-75.73469038,1,0,0,0,0,1,430
"Guacanas","Alto Magdalena","Llanos Vargas, 1993",2.223130319,-75.64279002,2,0,0,0,0,2,50; 90
"Guayacán-Yacimiento 01","Magdalena medio","CAIN 1996",5.86647931,-73.96723188,1,0,0,0,0,1,-410
"Japón 3","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Plazas, et al. 1981; Plazas; Falchetti & Sáenz 1979",8.686416305,-74.96870817,2,0,0,0,0,2,70; 150
"La Angostura-Yacimiento 4","Magdalena medio","Castillo Espitia, 1997",6.180,-74.620,4,0,0,0,0,4,1100; 1200; 1220; 1250
"La Argelia-Yacimiento 30","Magdalena medio","Serna & Mejía 1994",5.82634135,-74.09301570,1,0,0,0,0,1,
"La Cabaña 1","Valles alto Calima y alto y medio del Cauca","Alarcón 1995; 1996; Berbal 1995; Rojas 1995",3.70709950,-76.62931569,0,0,0,1,0,1,-6370
"La Herradura-Yacimiento 27","Macizo Antioqueño","Santos, 1996",6.53593357,-74.97243113,0,0,1,1,0,2,-8440
"La laguna-Yacimiento 23","Macizo Antioqueño","Santos, 1996",6.54139946,-74.99983251,1,0,0,0,0,1,1260
"La Morela-Yacimiento 06","Magdalena medio","Santos;Bermudez; Correa & Ospina  1996",6.48886649,-74.41902299,2,1,0,0,0,3,-620; 10; 170
"La Palma-Yacimiento 1","Macizo Antioqueño","Múnera, Botero; Muñoz; Cadavid &  Ospina 1997",6.39223485,-75.44110322,1,0,0,0,0,1,770
"La Quinta","Magdalena medio","Pulido, 1996",4.12816589,-75.08953775,1,0,1,0,0,2,1520; 1700
"La Tebaida-PK 39+565","Valles alto Calima y alto y medio del Cauca","Bernal 1997",4.460,-75.790,1,0,0,0,0,1,1350
"Las Delicias-Yacimiento 27","Magdalena medio","Serna &. Mejía 1994",5.850,-74.000,1,0,0,0,0,1,140
"Las Flores-Yacimiento 07","Magdalena medio","Santos; Bermudez; Correa & Ospina 1996",6.48974059,-74.46151237,0,0,1,0,0,1,1700
"Los Achiles","Magdalena medio","Cavelier, et al 1995; Morcote & Cavelier 1999, Méndez & Escobar 2000.",5.68896428,-74.74366173,1,0,0,0,0,1,1385
"Los Planes-Yacimiento 23","Macizo Antioqueño","Santos; Bermudez; Correa & Ospina 1996",6.450,-75.170,0,0,1,0,0,1,1750
"Matecaña","Magdalena medio","Cavelier, et al.1995",5.596795631,-74.84237919,1,0,0,0,0,1,555
"Molino Viejo-Yacimiento 30","Macizo Antioqueño","Santos; Bermudez; Correa & Ospina 1996",6.48985082,-75.26737877,0,0,1,0,0,1,1750
"Moniquirá-Yacimiento 62","Altiplano Cundiboyacense","CAIN 1996",5.63330577,-73.54594740,0,0,1,0,0,1,1630
"Montelíbano-Yacimiento 13","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Nieto &. Espinosa 1995",8.08992408,-75.84769487,1,0,0,0,0,1,1000
"Montelíbano-Yacimiento 12","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Nieto &. Espinosa 1995",8.01831849,-75.67506473,1,0,0,0,0,1,1440
"Obando-PK 188+700","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.570,-75.980,1,0,0,0,0,1,1500
"Palmira-PK1+500","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1997",3.51120435,-76.31489524,1,2,0,0,0,3,-1370; -1360; 860
"Palmira-PK321+500","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1997; Bernal 1997.",3.530,-76.300,1,0,0,0,0,1,320
"Palmira-Pk321+400","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1997",3.66409910,-76.41143188,2,0,0,0,0,2,750; 1240
"Pipintá","Magdalena medio","Gómez & Correcha, 1995",5.30719788,-74.74955404,2,0,0,0,0,2,670; 690
"Potrero Chico-PK 185","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.68159116,-75.94458343,0,0,1,0,0,1,1800
"Potrero Chico-PK 185+600","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.67381923,-75.94675855,1,0,0,0,0,1,1490
"Potreroalto","Altiplano Cundiboyacense","Orrantia, 1997: 1996-1997;",4.612809874,-74.28007692,0,1,0,1,0,2,-4880; -3960
"Puerto Chapetón","Magdalena medio","Cifuentes Toro, 1994",4.0307613,-74.866751,0,0,1,0,0,1,1620
"Perico","Magdalena medio","Cifuentes Toro, 1993",5.2731101,-74.759167,1,0,0,0,0,1,1580
"Rodapasos","Alto Magdalena","Sánchez, 1991",1.978016,-75.91753,1,0,0,0,0,1,1400
"Romelia 100","Valles alto Calima y alto y medio del Cauca","Rodríguez,  &. Montejo 1996",4.84174632,-75.67475543,1,0,0,0,0,1,1115
"San Nicolás","Alto Magdalena","Espejo & Rangel 1989; Piñeros 1989.",2.323312735,-76.28374184,0,1,0,2,0,3,-7273; -6550; -769
"San Pedro-PK276+700","Valles alto Calima y alto y medio del Cauca","Rodríguez, 1996",4.01163690,-76.24945044,2,0,0,0,0,2,1050; 1170
"San Pedro-PK276+750","Valles alto Calima y alto y medio del Cauca","Bernal 1997",3.990,-76.250,1,0,0,0,0,1,1130
"San Pedro-PK278+200","Valles alto Calima y alto y medio del Cauca","Bernal 1997",3.990,-76.250,1,0,0,0,0,1,1420
"San Vicente-Yacimiento 2","Macizo Antioqueño","Múnera  & Botero 1997",6.42951271,-75.73328283,1,0,0,0,0,1,300
"Santa Cecilia-Yacimiento 8","Magdalena medio","Serna & Mejía 1994",5.95824213,-74.44740284,0,0,0,0,1,1,1940
"Santa Rosa-PK 1+750","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.891,-75.660,0,0,1,0,0,1,1600
"Santa Rosa-PK 2+560","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.891,-75.660,1,0,0,0,0,1,790
"Santa Rosa-PK 2+706","Valles alto Calima y alto y medio del Cauca","Bernal, 1997",4.891,-75.660,1,0,0,0,0,1,1050
"Támesis-Yacimiento 19","Macizo Antioqueño","Martínez, 1997",5.68793304,-75.68729166,1,0,0,0,0,1,200
"Tierralta-Yacimiento 10","Llanuras del Caribe cuencas bajas Sinú y San Jorge","Nieto & Espinosa 1995",8.180,-76.070,1,0,0,0,0,1,1400
"Torre 75","Magdalena medio","López; Nieto & Correcha 1994",4.520,-74.81000,1,0,0,0,0,1,1050
"Turbo-Yacimiento 06","Uraba, alto Sinú","Nieto & Espinosa 1995",8.110,-76.710,1,0,0,0,0,1,1070
"Valle de Aburrá 98","Macizo Antioqueño","Piazzini Suárez, 1993, Castillo, 1992; Castillo, 1995",6.168474409,-75.64408626,1,0,0,0,0,1,-440
"El Ranchito","Macizo Antioqueño","Piazzini Suárez, 1993; Castillo, 1992",6.180,-75.640,1,0,0,0,0,1,270
"La Guayabala","Macizo Antioqueño","Piazzini Suárez, 1993; Castillo, 1992; Bermudez,1995",6.270,-75.580,1,0,0,0,0,1,60
"Villa Lucero-Yacimiento 12","Macizo Antioqueño","Santos,1996",6.53698880,-75.08425749,3,0,0,0,0,3,80; 390; 560
"Yolombó-Yacimiento 16A","Macizo Antioqueño","CISH, 1996",6.56243710,-74.96542651,1,0,0,0,0,1,1230
"La Aldea","Magdalena medio","Rodríguez, 1991",3.753333,-75.652778,1,0,0,0,0,1,330
"Catanga","Tierras bajas orientales","Mora, 1988; Vargas, 2017",5.151509,-72.256703,5,0,1,0,0,6,1020; 1025; 1035; 1050; 1190; 1640
"La llorona","Tierras bajas orientales","Vargas, 2017",4.536623653,-74.27739769,0,0,0,0,0,0,
"El Pensil","Tierras bajas orientales","Vargas, 2017",5.10043,-72.16201,0,0,0,0,0,0,
"El Arenal","Tierras bajas orientales","Vargas, 2017",5.161974,-72.255240,0,0,0,0,0,0,
"Corinto","Tierras bajas orientales","Vargas, 2017",5.167859,-72.272240,0,0,0,0,0,0,
"Telodiran","Tierras bajas orientales","Vargas, 2017",5.132852,-72.198258,0,0,0,0,0,0,
"Campoalegre-Yacimiento 15","","Múnera, Monsalve; Vergara & Tabares 1996",5.848196235,-75.4067793,1,1,0,1,0,3,-5650; -2320; 1440
"El Antojo-Yacimiento 4","","Múnera, Monsalve & Botero 1997",6.05519042,-76.73514085,5,0,1,1,0,7,-6430; 190; 1450; 1500; 1500; 1550; 1630
"El Bosque-Yacimiento 22","Macizo Antioqueño","Santos; Bermudez; Correa. &  Ospina  1996",6.580,-75.010,0,3,0,0,0,3,-3510; -1330; -790
"El Carmelo","Alto Magdalena","Salgado,1996",1.790833,-76.539722,0,0,1,0,0,1,1660
"El Indio I-Yacimiento 2","Macizo Antioqueño","Múnera, Botero; Muñoz; Cadavid & Ospina 1997",6.39223485,-75.44110322,0,1,0,0,0,1,-960
"El Ingenio-Yacimiento 14","","CISH, 1996",6.50090233,-74.76689694,1,0,0,0,0,1,
"El Jazmín- Yacimiento 10","","Múnera,Monsalve & Botero 1997",6.05303904,-76.76603397,1,0,0,2,0,3,-7070; -5640; 1170
"El Mango-Yacimiento 9","Valles alto Calima y alto y medio del Cauca","Múnera, Monsalve; Vergara & Tabares 1996",4.976,-75.655,2,0,0,0,0,2,980; 1560
"El Oro II","Valles alto Calima y alto y medio del Cauca","Salgado, 1996; Stuiver et al. 1993.",4.48376514,-75.77995638,1,0,0,0,0,1,1220
"El Porvenir-Yacimiento 03","Macizo Antioqueño","Santos,1996",6.53894693,-75.09962913,1,0,0,0,0,1,1130
"El Porvenir-Yacimiento 26","Macizo Antioqueño","Santos,1996",6.530,-75.080,1,0,0,0,0,1,810
"El Roble-Yacimiento 35","Magdalena medio","Serna & Mejía 1994",5.850,-74.000,1,0,0,0,0,1,1040
"La Champiñorera I-Yacimiento 6","","Múnera, Monsalve & Botero 1997",6.05601204,-76.74760548,1,0,0,0,0,1,1250
"La Floresta-Yacimiento 08","","CISH, 1996",4.38991724,-73.04473042,1,0,0,0,0,1,200
"San Roque","","Santos, et al 1998; CISH 1996",6.51010832,-74.84167022,1,0,0,0,0,1,-10
"La Mejora-Yacimiento 17","","Serna & Mejía 1994",8.180,-76.070,1,0,0,0,0,1,
"Los Arrayanes-PK 91+150","","Rodríguez, 1997",3.7096,-74.5533,0,0,0,1,0,1,-4570
"Majagual-Yacimiento 39","","Santos,1996",6.50322176,-74.85151324,1,0,1,0,1,3,1260; 1763; 1940
"Meremberg","Alto Magdalena","Piñeros 1989",2.21081,-76.12034,0,0,0,2,0,2,-10780; -5420
"Montenegro-Finca Chapinero","Valles alto Calima y alto y medio del Cauca","Salgado, 1997",4.550,-75.790,1,0,0,0,0,1,1330
"La Oliva","","",6.788889,-76.066667,0,0,0,0,0,0,
"Ordoñez I","","Salgado López, & Stemper, 1991",4.076411,-77.051939,0,0,0,0,0,0,
"PR 644 (C-XI)","Valles alto Calima y alto y medio del Cauca","Briceño Torres, 2001",4.525028,-75.703097,0,0,0,0,0,0,
"Cascada La Mojarra","","Navas Corona,  2010",6.791167,-73.072167,0,0,0,0,0,0,
"Cascada Acuarela","","Navas Corona,  2010",6.8529,-73.087567,0,0,0,0,0,0,
"Cruz de la Mojarra","","Navas Corona,  2010",6.778967,-73.087167,0,0,0,0,0,0,
"PR 347 (C-II)","Valles alto Calima y alto y medio del Cauca","Briceño Torres, 2001",4.531147,-75.641567,0,0,0,0,0,0,
"PR 437 (C-IV)","Valles alto Calima y alto y medio del Cauca","Briceño Torres, 2001",4.333581,-75.705611,0,0,0,0,0,0,
"PR 237 (C-I)","Valles alto Calima y alto y medio del Cauca","Briceño Torres, 2001",4.452139,-75.788853,0,0,0,0,0,0,
"Urbanización La Fachada","Valles alto Calima y alto y medio del Cauca","Bermúdez Restrepo, & Hernández, 2001",4.5309,-75.704325,0,0,0,0,0,0,
"Aeropuerto El Edén","Valles alto Calima y alto y medio del Cauca","Briceño Torres,  2000",4.457417,-75.766203,0,0,0,0,0,0,
"Ciudadela Frailejones","Valles alto Calima y alto y medio del Cauca","Centro de Investigaciones Sociales Antonio Nariño, 2000",4.646667,-75.57,0,0,0,0,0,0,
"PK 9 + 400","Valles alto Calima y alto y medio del Cauca","Instituto Nacional de Vías, 2000",4.501664,-75.578617,0,0,0,0,0,0,
"PK 6 + 140","Valles alto Calima y alto y medio del Cauca","Instituto Nacional de Vías, 2000",4.504147,-75.577569,0,0,0,0,0,0,
"PK 7 + 005","Valles alto Calima y alto y medio del Cauca","Instituto Nacional de Vías, 2000",4.499883,-75.567639,0,0,0,0,0,0,
"E77,78,79","Valles alto Calima y alto y medio del Cauca","Briceño, & Giraldo, 1998",4.485361,-75.763969,0,0,0,0,0,0,
"Subestación Tebaida","Valles alto Calima y alto y medio del Cauca","Briceño, & Giraldo, 1998",4.474339,-75.769917,0,0,0,0,0,0,
"E 42, 43, 55","Valles alto Calima y alto y medio del Cauca","Briceño, &. Giraldo, 1998",4.513161,-75.728417,0,0,0,0,0,0,
"Palestina II","","Salgado López, & Stemper, 1991",4.160708,-77.146244,0,0,0,0,0,0,
"Palestina III","","Salgado López, & Stemper, 1991",4.162236,-77.147919,0,0,0,0,0,0,
"ROMELIA","","Jaramillo Echeverri, 1989",5.640083,-75.453269,0,0,0,0,0,0,
"La Bocana","Costa Pacífica","Salgado López, & Stemper, 1991",3.83525,-77.183564,0,0,0,0,0,0,
"San Cipriano","","Salgado López, & Stemper, 1991",3.803381,-76.895594,0,0,0,0,0,0,
"San Antonio I","","Blanco, 1991",3.510089,-76.750506,0,0,0,0,0,0,
"El Salado","Valles alto Calima y alto y medio del Cauca","Blanco, 1991",3.571319,-76.685422,0,0,0,0,0,0,
"San Francisco I","","Blanco, 1991",3.511431,-76.785117,0,0,0,0,0,0,
"Cueva de Las Tejedoras","","Navas Corona, 2010",6.792614,-73.078244,0,0,0,0,0,0,
"Ecoguane La Peña","","Navas Corona, 2010",6.75435,-73.087017,0,0,0,0,0,0,
