Contador,Autor,Año,Título,Publicado,Area
6548,"Barney Cabrera, Eugenio",1983,"Tumaco, abstracción y realismos.","Historia del Arte Colombiano, Salvat Editores, pp. 241-268, Bogotá.",Arqueología Colombiana
6059,"Barriga Villalba, A. M",1961,Orfebrería Chibcha y su definición científica.,"Revista de la Academia de Ciencias Exactas, Físicas y Naturales. Vol 11:199-214.",Arqueología Colombiana
5277,"Barriga, Luís & Antonio Panesso (eds)",1975,El Dorado.,"Banco de la República, Bogotá.",Arqueología Colombiana
5237,"Bashilov, V. A. & Carlos A Rodríguez",1987,Doispanskoe zhilishche v iugo-zapadnoi Kolumbii,"Sovetskaia etnografiia. 5:118-125, Moscow",Arqueología Colombiana
5711,"Bashilov, V. A. Carlos. A. Rodriguez, & Héctor Salgado",1990,Issledovaniia doispanskogo poseleniia Kabo de la Vela v  IUgo-Zapadnoi Kolumbii.,Sovetskaia Arkheologiia 1:85-102.  Moscow,Arqueología Colombiana
4868,"Becerra, José Virgilio",1985,Abrigos naturales de la región de Ventaquemada -Puente Boyacá-. Utilización Prehistórica.,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
5895,"Becerra, José Virgilio",1985,Los abrigos naturales de la región de Ventaquemada.,"Proyectos de investigación realizados entre 1972 - 1984 (Resúmenes), pp. 73-74.Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República. Bogotá.",Arqueología Colombiana
6220,"Becerra, José Virgilio",1994,"Prospección y reconocimiento arqueológico sobre el trazado del Gaseoducto de occidente ""Mariquita-Yumbo"".",Enrique Dávila Ingenieros Consultores. Santafé de Bogotá.,Arqueología Colombiana
6131,"Becerra, José Virgilio",1987,Pinturas faciales prehispánicas de los Muiscas.,Arqueología. Revista de estudiantes de Antropología. Universidad Nacional de Colombia 2:35-37.,Arqueología Colombiana
6529,"Becerra, Virgilio",1999,Trabajos de arqueología comunitaria.,Segunda Jornada Arqueológica. Universidad de Antioquia. Septiembre 2. Inédito.,Arqueología Colombiana
6266,"Bedoya, María del Carmen & M.F. Naranjo",1985,"Reconocimiento arqueológico en el litoral Atlántico, Capurgana.","Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5432,"Behar, David",1976,Excavaciones arqueológicas en la finca Padula y Emperatriz (Bolivar).,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5105,"Benavides, Marcela",1993,Arqueología historica en tres haciendas del Valle del Cauca: identificación preliminar de indicadores materiales.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
4992,"Bennet, Wendell",1944,Archaeological regions of Colombia: a ceramic survey.,"New Haven: Yale University publications in Anthropology, No 30.",Arqueología Colombiana
5179,"Benson, Elizabeth P.",1997,Birds & Beasts of Ancient Latin America.,University Press of Florida,Arqueología Colombiana
35864,"Bermúdez Páez, Álvaro",2005,Las colecciones arqueológicas y etnográficas del Instituto Colombiano de Antropología e Historia,"Iconografía y simbolismo en Colombia prehispánica, Museo de la Naturaleza y el Hombre del 18 de mayo al 17 de julio de 2005. Catalogo",Arqueología Colombiana
6287,"Bermudez, Alvaro",1992,Reconstrucción de un conjunto funerario en el Alto de las Piedras-Isnos.,"Revista Colombiana de Antropología, 29:257-264.",Arqueología Colombiana
6672,"Bermudez, Mario",1995,Un poblamiento tardio en el Municipio de Concordia Antioquia.,"Tesis Departamento de Antropología, Universidad de Antioquía, (Inédito). Medellín.",Arqueología Colombiana
5168,"Bermúdez, Mario  & Oscar Quintero",1999,Avances y Dificultades en la Práctica de la Arqueología por Contrato.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
36205,"Bernal Arévalo, Marcela",2015,Control social en el asentamiento colonial Nuestra Señora Santa María de los Remedios del Cabo de la Vela,"Revista Colombiana de Antropología, 51(2): 241-263.",Arqueología Colombiana
5741,"Bernal, Alejandro",2000,La circulación de productos entre los pastos en el siglo XVI.,"Revista de Arqueología del Área Intermedia, 2:125-152",Arqueología Colombiana
6203,"Bernal, Clara Oliva & Gemma Orjuela Orjuela",1992,"Prospección arqueológica en el Municipio de Turbana, Departamento de Bolivar.","Boletín de Arqueología, 7(3): 7-79.",Arqueología Colombiana
6227,"Bernal, Fernando",1995,Proyecto arqueológico plan nacional de gas natural. Gasoducto Ballena-Barrancabermeja. Reconocimiento y prospección.,"ICAN, Inédito.",Arqueología Colombiana
5469,"Bernal, Fernando",1992,Exploración arqueológica en el municipio de Funza (Cundinamarca).,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
6002,"Bernal, Fernando",1997,Monitoreo arqueológico gasoducto de occidente. Informe final.,"ICAN, tres volumenes. Inédito",Arqueología Colombiana
5641,"Bernal, Fernando",1990,Investigaciones arqueológicas en el antiguo cacicazgo de Bogotá (Funza-Cundinamarca).,"Boletín de Arqueología, 5(3):31-46.",Arqueología Colombiana
5605,"Bernal, Fernando",1999,"Infraestructura, Arqueología y Gestión Cultural.","Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
5359,"Bernal, Fernando",1999,Espacio y Territorialidad en el Cacicazgo de Bogotá.,"Ponencia presentada a : I Congreso de arqueología en Colombia: La Arqueología Colombiana Ante los Nuevos Paradigmas del Siglo XXI. Sociedad Colombiana de Arqueología - Universidad de Caldas Manizales, 28 al 30 de octubre de 1999.",Arqueología Colombiana
6332,"Bernal, Fernando",1996,Rescate Arqueológico Km 425 + 500 Gasoducto Ballena-Barrancabermeja.,"Empresa colombiana de Petróleos, Ecopetrol, Bogotá.",Arqueología Colombiana
6331,"Bernal, Fernando",1995,Rescate Arqueológico Km 314 Gasoducto Ballena-Barrancabermeja.,"Empresa colombiana de Petróleos, Ecopetrol, Bogotá.",Arqueología Colombiana
5775,"Bernal, Jaime & Ignacio Briceño",1991,La enfermedad genética en la cerámica Tumaco-La Tolita.,"Expedición Humana, 1:157-164. Bogotá.",Arqueología Colombiana
36209,"Bernardi, Lila; Arrieta, Mario A.; Bordach, María A.; Mendonca, Osvaldo J.",2016,Dimorfismo sexual mandibular en cazadores-recolectores del Holoceno Tardío: eficiencia diagnóstica comparada entre dos propuestas metodológicas,"Revista Colombiana de Antropología, 52(1): 271-288.",Arqueología Colombiana
6500,"Biese, Leo",1967,The gold of Parita.,"Archaeology, 20(3):202-208.",Arqueología Colombiana
5222,"Bischof, Henning",1971,Die spanish-indianische auseinandersetzung in der nordlichen Sierra Nevada de Santa Marta (1501-1600).,"Bonner Amerikanitische Studien N.1, Bonn",Arqueología Colombiana
5759,"Bischof, Henning",1968,La cultura Tairona en el área intermedia.,"Memorias del 38 Congreso Internacional de Americanistas, pp. 259-280. Stuttgart- Munchen",Arqueología Colombiana
5109,"Bischof, Henning",1991,Arqueología Tairona.,Arte de la tierra. Tairona. pp 8-14. Colección Tesoros Precolombinos. Fondo de Promoción de la Cultura. Banco Popular. Bogotá.,Arqueología Colombiana
5572,"Bischof, Henning",1983,Indígenas y españoles en la sierra nevada de Santa Marta - Siglo XVI.,"Revista Colombiana de Antropología, 24:75-124.",Arqueología Colombiana
6509,"Bischof, Henning",1972,"The origins of pottery in South America, recent radiocarbon dates from Southwest Ecuador.",Atti del XL Congreso Internazionali degli Americanisti  pp. 269-281. Roma-Genova.,Arqueología Colombiana
12996,"Blanco, S",1999,"Reconocimiento y prospección arqueológica Estación de Servicio La Gran Parada, Vereda La Acequia, Municipio de Palmira.",Informe final Calima Darién INCIVA. Inédito,Arqueología Colombiana
6208,"Blanco, Sonia",1993,Prospección arqueológica en la cuenca alta del río Anchicayá (Dagua - Valle del Cauca).,"Tesis de Grado Universidad Nacional de Colombia (Inédito), Bogotá.",Arqueología Colombiana
12995,"Blanco, Sonia",1996,Arqueología urbana en el sur de Cali.,"Alcaldía de Cali, División de Cultura-INCIVA. Cali.",Arqueología Colombiana
12998,"Blanco, Sonia",2001,Estudio de impacto ambiental arqueológico proyecto Centro Comercial Santa Bárbara Shopping Plaza. Municipio de Palmira.,Informe Parcial y Plan de Manejo para la Mitigación de Impactos del Patrimonio Arqueológico. Ms. INCIVA. Calima- El Darién. Inédito,Arqueología Colombiana
36046,"Blanco, Sonia",2011,La variabilidad fúnebre como expresión del cambio social en la población prehispánica del valle geográfico del río Cauca entre el 1200 a.C. al 700 d.C.,"Tesis de investigación presentada como requisito parcial para optar al título de: Magister en Antropología. Universidad Nacional de Colombia. Cali, Colombia",Arqueología Colombiana
12994,"Blanco, Sonia",1996,"Proyecto de Impacto Ambiental (Arqueológico), Pavimentación Carretera Robles- Quinamayó-Villapaz- El Crucero. Jamundí (Valle del Cauca).",Valorización Departamental- INCIVA. Cali.,Arqueología Colombiana
8888,"Blanco, Sonia",1998,Reconocimiento y prospección arqueológica Centro Recreativo Vacacional y Ecológico COMEAUNION Palmira.,"Informe final, Calima Darién INCIVA. Inédito",Arqueología Colombiana
12997,"Blanco, Sonia & A. Clavijo",1999,"Prospección y rescate arqueológico del cementerio prehispánico de Coronado, Palmira, Valle del Cauca.","Manizales, Congreso de Arqueología en Colombia.",Arqueología Colombiana
6175,"Blick, Jeffrey",1998,Prestige and wealth in Chiefdom-level Societies: A comparison between two Satellite polities on the peripheries of San Agustín and Moundville.,"Recent advances in the archaeology of the northern Andes, In memory of Gerardo Reichel-Dolmatoff, eds., Agusto Oyuela & Scott Raymond, Monograph 39, pp. 71-83. The Institute of Archaeology, University of California, Los Angeles.",Arqueología Colombiana
12476,"Boada Rivas, Ana María",2018,"Control sobre tierras, sistemas de camellones, canales y mano de obra durante el periodo prehispánico en la Sabana de Bogotá, Colombia.","Latin American Antiquity, 29(4): 660–680.",Arqueología Colombiana
12477,"Boada Rivas, Ana María y Marianne Cardale de Schrimpff",2017,Cronología de la Sabana de Bogotá.," http://www.cadb.pitt.edu/muiscacrono/muiscacrono. pdf, accedido el 18 de Enero de 2018.",Arqueología Colombiana
5340,"Boada, Ana Maria",1989,"Elementos de uso cotidiano, elementos de uso funerario.","Boletín del Museo del Oro, 25:71-91.",Arqueología Colombiana
11310,"Boada, Ana Maria",2011,"From small household clusters to the central place of the Bogota chiefdom, Colombia.","SAA, Sacramento 2011.",Arqueología Colombiana
9813,"Boada, Ana María",2007,"Patrones de asentamiento regional y sistemas de agricultura intensiva entre Cota, Suba y Chia (Sabana de Bogotá, Colombia).",II Premio de Arqueología Luís Duque Gómez. Informe Final. Inédito.,Arqueología Colombiana
5140,"Boada, Ana María",1987,Asentamientos indígenas en el valle de La Laguna.,"Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá.",Arqueología Colombiana
10272,"Boada, Ana María",2006,"Patrones de asentamiento regional y sistemas de agricultura intensiva entre Cota, Suba y Chia (Sabana de Bogotá, Colombia).1","Fundación de Investigaciones Arqueológicsa Nacionales, Banco de la República.",Arqueología Colombiana
10273,"Boada, Ana María",2005,"Patrones de asentamiento y agricultura intensiva durante la ocupación temprana de la Sabana de Bogotá, Colombia. La complejidad social en el Área Intermedia: Una perspectiva regional.","Eds., Mikael J Haller y Manuel Roman-Lacayo. Vínculos",Arqueología Colombiana
5139,"Boada, Ana María",1984,Asentamientos indígenas en el valle de La Laguna Samacá Boyacá.,"Tesis de Grado Universidad de Los Andes (Inédito), Bogotá.",Arqueología Colombiana
5416,"Boada, Ana María",1987,Excavación de un asentamiento indígena en el valle de Samacá (Boyacá).,"Informe Preliminar Presentado a la Fundación de Investigaciones Arqueológicas Nacionales, Banco de la República, Bogotá. Inédito.",Arqueología Colombiana
5544,"Boada, Ana María",1990,"Hay desnutrición entre los Muisca"".. o en los modelos?","Revista de Antropología Universidad de los Andes, 4(1):161-162.",Arqueología Colombiana
5967,"Boada, Ana María",1987,"Marín, un asentamiento indígean en el Valle de Samaca (Boyacá).","Boletín de Arqueología, 2(1):27-44.",Arqueología Colombiana
5763,"Boada, Ana María",1988,La deformación craneana en Marín: un sitio del valle de La Laguna (Samacá-Boyacá).,"Revista de Antropología Universidad de los Andes, 4(2):127-141.",Arqueología Colombiana
8990,"Boada, Ana María",2006,"Patrones de asentamiento regional y sistemas de agricultura intensiva en Cota y Suba, Sabana de Bogotá (Colombia).",Fundación de Investigaciones Arqueológicas Nacionales Banco de la República Bogotá.,Arqueología Colombiana
6011,"Boada, Ana María",1998,"Mortuary tradition and leadership: a Muisca case of the Valle de Samacá, Colombia.","Recent advances in the archaeology of the northern Andes, In memory of Gerardo Reichel-Dolmatoff, eds., Agusto Oyuela & Scott Raymond, Monograph 39, pp. 54-70. The Institute of Archaeology, University of California, Los Angeles.",Arqueología Colombiana
5858,"Boada, Ana María",1988,Las patologías óseas en la población de Marín.,"Boletín de Arqueología, 1(3):3-24.",Arqueología Colombiana
6104,"Boada, Ana María",1991,Patrón de asentamiento a lo largo de ríos y afluentes. El Valle de Sutamarchán.,"Fundación de Investigaciones Arqueológicas del Banco de la República, Bogotá.",Arqueología Colombiana
6345,"Boada, Ana María",1990,Reseña a Pautas de asentamiento agustinianas en el noroccidente de Saladoblanco (Huila).,"Boletín del Museo del Oro, 29:155-157.",Arqueología Colombiana
5704,"Boada, Ana María & María Cristina Hoyos",1982,Investigaciones arqueológicas en un anillo de vivienda en frontera (Sierra Nevada de Santa Marta).,"Semestre de Campo, Universidad de los Andes (Inédito), Bogotá.",Arqueología Colombiana
5370,"Boada, Ana María, Monika Therrien & Santiago Mora",1989,Estilos cerámicos: territorios y gentes. Prospección Arqueológica en el sector Puente de Boyaca-Santa Sofia. Oleductos central de los Llanos.,"Instituto Colombiano de Antropología, Instituto Colombiano de Petroleo. Inédito.",Arqueología Colombiana
5732,"Boada, Ana María, Santiago Mora & Monika Therrien",1989,La arqueología: cultivo de fragmentos cerámicos (Debate sobre la clasificación cerámica del altiplano Cundiboyacense).,"Revista de Antropología y Arqueología, Universidad de los Andes, 4(2):161-197.",Arqueología Colombiana
8901,"Bocarejo Suescún, Diana",2001,Fragmentos etnográficos y objetos prehispánicos: representando lo indígena en el Museo del Oro.,"Revista de Arqueología del Área Intermedia, 3:151-182.",Arqueología Colombiana
