Autor,Título,Año,Publicado,Editado,Publicación internacional,Sitios,Tema,Período,Etapa,Región,Asunto,Tipo de proyecto,Comentario,Requerido
"Chaves, Alvaro",Anotaciones sobre la cerámica Quillancinga.,1972,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Macizo Andino del sur,,Investigación básica,Falta páginas,FALSE
"Arcila, Graciliano",Anotaciones sobre la ubicación de Santa María de la Antigua del Darien.,1955,,TRUE,FALSE,,Arqueología sitio/localidad,,Colonial,"Uraba, alto Sinú",,Investigación básica,,FALSE
"Langebaek, Carl Henrik",Antecedentes indígenas del urbanismo colonial en dos regiones de Colombia: los andes orientales y el Valle de Aburrá. Una visión desde la arqueología.,2002,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Macizo Antioqueño,,Investigación básica,,FALSE
"Botiva, Alvaro",Antecendes y consideraciones pertinentes sobre la arqueología del Magdalena Medio. Criterios socio-ambientales para la localización de la nueva refinería Central en el Magdalena Medio.,1990,,FALSE,FALSE,,Arqueología sitio/localidad,,,Magdalena medio,,Rescate arqueológico,,FALSE
"Silva, Eliécer",Antiguedad y relaciones de la civilización Chibcha (1).,1968,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Silva, Eliécer",Antiguedad y relaciones de la civilización Chibcha.,1967,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Uricoechea, Ezequiel",Antiguedades neogranadinas.,1854,,TRUE,FALSE,,Materiales Arqueológicos,Muisca,Cacicazgos,,,Investigación básica,Publicado por el banco popular en 1971.,FALSE
"Salgado, Héctor; Alba Nelly Gómez; Ricardo Rivera; Gloria Rivera; Judith Hernández","Antiguos pobladores en el valle del Magdalena Tolimense, Espinal-Colombia.",2006,,TRUE,FALSE,Las Pijas,Arqueología sitio/localidad,,,Magdalena medio,,Investigación basica,"Durante el proyecto se enviaron para fechado 8 dataciones, ninguna es confiable. Todas están contaminadas. Cuatro de sitio 1 y cuatro del sitio 4. Hacienda Los Pijas -pp 32- Volcán -pp 35-",FALSE
"Rodríguez, Elkin & Fernando Montejo",Antiguos pobladores y labranzas en el valle del río Otún. Informe de Arqueología de rescate variante La Romelia-El Pollo.,1996,,FALSE,FALSE,El Pollo 023/025; Romelia 100,Arqueología sitio/localidad,,Cacicazgos,,,Rescate arqueológico,,FALSE
"Restrepo, Ernesto",Antropófagos españoles.,1915,,TRUE,FALSE,,Etnohistoria,,Colonial,,Canibalismo,,,FALSE
"Rodríguez, José Vicente",Antropología física de la población indígena del suroccidente de Colombia.,1990,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,Osteología,Investigación básica,,FALSE
"Correal, Gonzalo",Apéndice A. Una tumba de pozo con cámara lateral.,1978,,TRUE,FALSE,Miraflores,Arqueología sitio/localidad,,Cacicazgos,Macizo Andino del sur,,Rescate arqueológico,,FALSE
"Romero, Yuri",Aplicación de las técnicas paleoetnobotánicas al problema de la subsistencia en la parte baja de los ríos Calima y San Juan,1994,,FALSE,FALSE,"Palestina, Ordóñez, Bocana",Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,Paleoetnobotánica. Ríos Calima - San Juan,FALSE
"Zúñiga, Orlando & Escobar, Carlos Armando Rodríguez",Aplicación del Método Geoeléctrico Para la Localización de Yacimientos Arqueológicos.,1999,,FALSE,FALSE,,,,,,Tecnicas,Investigación básica,,FALSE
"Ayala, Gloria & Sylvia Botero",Aponte: estudio etno-arqueológico del poblamiento de una comunidad viva.,1980,,FALSE,FALSE,,Arqueología sitio/localidad,,,,,Investigación básica,Recolección de datos a través de observaciones etnoarqueológicas.,FALSE
"Edixon Quiñones, Liliana Segura,",Aportes al conocimiento bioantropológico de la población prehispánica del Cercado Grande de los Santuarios,1998,,TRUE,FALSE,,Materiales Arqueológicos,,,Altiplano Cundiboyacense,,,,FALSE
"Illera, Carlos","Aportes teóricos a la revaluación del concepto de ""Cultura Calima"".",1980,,TRUE,FALSE,,Teoría arqueológica,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,Sí,FALSE
"Plazas, Clemencia & Ana María Falchetti","Aprovechamiento de experiencias precolombinas. Proyecto para recuperar parte del sistema prehispánico Zenú, de manejo de las planicies de inundación, en el Bajo río San Jorge.",1986,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,Agricultura - Campos elevados,Investigación básica,,FALSE
"Cardoso, Patricia",Aproximación arqueológica al conocimiento de las casas de un asentamiento Tayrona: Frontera.,1986,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",Apuntes arqueológicos de Soacha.,1943,,TRUE,FALSE,Soacha,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Montejo, Fernando & Sneider Rojas",Apuntes Metodológicos para la Interpretación del sistema económico Prehispánico en la región del bajo Río San Jorge.,2001,,TRUE,FALSE,,,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Cubillos, Julio César",Apuntes para el estudio de la Cultura Pijao.,1946,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Magdalena medio,,Investigación básica,,FALSE
"Lucena, Manuel",Apuntes para la etnohistoria Guane.,1974,,TRUE,FALSE,,Etnohistoria,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Mejía, Felix",Apuntes sobre arqueología.,1938,,TRUE,FALSE,,Arqueología sitio/localidad,,,Macizo Antioqueño,,Investigación básica,,FALSE
"Hernández Venegas, Maryam",Apuntes sobre clasificación y artefactos líticos en la arqueología colombiana del siglo XX.,2006,,TRUE,FALSE,,Materiales Arqueológicos,,,,Clasificación líticos,,,FALSE
"Gamboa, Pablo",Apuntes sobre el Arte de Tumaco.,1962,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Herrera, Leonor",Apuntes sobre el estado de la investigación arqueológica en la amazonia colombiana.,1987,,TRUE,FALSE,,Síntesis datos,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Correal, Gonzalo",Apuntes sobre el medio ambiente pleistocénico y el hombre prehistórico de Colombia.,1986,,TRUE,FALSE,,Arqueología sitio/localidad,,,Altiplano Cundiboyacense,,Investigación básica,,FALSE
Rodríguez C. José Vicente,Apuntes sobre la alimentación de la población prehispánica de la Cordillera Oriental de Colombia,1998,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Correal, Gonzalo",Apuntes sobre paleopatología precolombina.,1996,,TRUE,FALSE,Chiscas,Materiales Arqueológicos,,,Altiplano Cundiboyacense,Osteología,Investigación básica,,FALSE
"Herrera, Luisa Fernanda; Santiago Mora & Inés Cavelier","Araracuara, Colombia: selección y tecnología en el primer milenio A.D.",1992,,TRUE,FALSE,"Puerto Arturo, AereoPuerto, Abeja",Arqueología sitio/localidad,Meidote,Cacicazgos,Tierras bajas orientales,Agricultura,Investigación básica,,FALSE
"Herrera, Luisa Fernanda; Santiago, Mora & Inés, Cavelier",Araracuara: selección y tecnología en el primer milenio A.D.,1988,,TRUE,FALSE,,Arqueología sitio/localidad,Meidote,Cacicazgos,Tierras bajas orientales,Agricultura,Investigación básica,,FALSE
"Mora, Santiago",Archaeobotanical methods for the study of Amazonian Dark Earths.,2003,,TRUE,FALSE,"Peña Roja, Abeja, Aereopuerto, Puerto Arturo",Materiales Arqueológicos,,Cacicazgos,Tierras bajas orientales,,Investigación basica,,FALSE
"Rodríguez, Carlos Armando","Archaeological excavation in a prehispanic cemetery in Guabas, Cauca Valley, Colombia.",1985,,TRUE,FALSE,Guabas,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Mora, Santiago & Cristobal Gnecco",Archaeological hunter-hunter-gatherers in Tropical Forest: a view from Colombia.,2003,,TRUE,TRUE,"Peña Roja, La Elvira",Síntesis datos,,Paleoindio,,,Investigación básica,,FALSE
"Bruhns, Karen",Archaeological investigations in central Colombia.,1995,,TRUE,FALSE,"A-UQ-1, Universidad del Quindio; A-LM-1, Finca La Marina; A-LM-2, La Maria. Los  dos últimos tienen habitación. A-EE-1 cerca de Aereopuerto. A-EE-2, Pista -cabecera-.",Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Gähwiler-Walder, Theres",Archaeological investigations in the Pavas-La Cumbre Area.,1988,,TRUE,FALSE,"La Bolivia, Ocache, La Cumbre, Arboledas, La Sofia Bitaco, La Sofía Bitaco, La Amapola, Rancho Grande, Purilia, La Escocia; Purilia",Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Bennet, Wendell",Archaeological regions of Colombia: a ceramic survey.,1944,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,,,Investigación básica,,FALSE
"Mason, Alden J.","Archaeological researches in the region of Santa Marta, Colombia.",1924,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Gnecco, Cristóbal",Archaeology and historical multivocality: a reflection from the colombian multicultural context.,1999,,TRUE,TRUE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Mason, Alden J.","Archaeology of Santa Marta, the Tairona Culture Part 2, Section 2.",1939,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Mason, Alden J.","Archaeology of Santa Marta, the Tairona culture. Part 1.",1931,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Mason, Alden J.","Archaeology of Santa Marta, the Tairona culture. Part 2 section 1.",1936,,TRUE,FALSE,,Materiales Arqueológicos,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Thompson, Erick",Archaeology of South America.,1936,,TRUE,FALSE,Tiene en pequeño comentario en Arco 1326.,Síntesis datos,,Cacicazgos,,Reseña arqueología Colombiana,Investigación básica,,FALSE
"Marwitt, John P.",Archeological Reserch in the Colombian Llano.,1975,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Tierras bajas orientales,,Investigación básica,,FALSE
"Lehmann, Henry",Archeologie du Sud-ouest Colombien (I).,1953,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Lehmann, Henry",Archéologie du sud-ouest Colombien.,1953,,TRUE,FALSE,,Arqueología sitio/localidad,,,Alto Magdalena,,Investigación básica,,FALSE
"Cárdenas, Felipe",Areas arqueológicas comunes de Colombia y Ecuador: consideraciones para la investigación.,1990,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Macizo Andino del sur,,Investigación básica,,FALSE
Mejía Dora Estella,Arqeología y comunidad. Una vía al pasado.,1991,,FALSE,FALSE,,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
"Archila, Sonia",Arqueobotánica en la amazonía colombiana. Un modelo etnográfico para el análisis de maderas carbonizadas.,2005,,TRUE,FALSE,Peña Roja.,Materiales Arqueológicos,,,Tierras bajas orientales,Paleobotánica,Investigación basica,,FALSE
"Cifuentes, Arturo",Arqueologá del piedemonte amazónico Putumayo (Colombia).,2006,,TRUE,TRUE,,Arqueología sitio/localidad,,,Tierras bajas orientales,,Investigación basica,,FALSE
"Pérez de Barradas, José",Arqueología agustiniana: excavaciones arqueológicas realizadas de marzo a diciembre de 1937.,1943,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Mora, Santiago",Arqueología ambiental para formulación de términos de referencia en la zona del canal del Dique.,1995,,FALSE,FALSE,,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
"Oyuela-Caycedo, Augusto",Arqueología colombiana y latinoamericana en su contexto y futuro:una visión preliminar.,2004,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación basica,,FALSE
"Langabaek, Carl","Arqueología colombiana. Ciencia, pasado y exclusión.",2003,,TRUE,TRUE,,,,,,Historia de la arqueología,Investigación basica,El texto existe en formato PDF en la Unuversidad de Los Andes. El archivo es 12-0038,TRUE
"Langabaek, Carl","Arqueología colombiana. Ciencia, pasado y exclusión.)1",2003,,TRUE,TRUE,,Historia de,,,,,Investigación básica,El texto existe en formato PDF en la Unuversidad de Los Andes.,FALSE
"Perdomo, Lucía",Arqueología colombiana. Visión panorámica.,1995,,TRUE,FALSE,,Síntesis datos,,,,,Divulgación,Bonitas fotos.,FALSE
"Gómez, Alba Nelly",Arqueología colombiana: alternativas conceptuales recientes.,2005,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación basica,,FALSE
"Langebaek, Carl",Arqueología colombiana:balance y retos.,2005,,TRUE,FALSE,,Teoría arqueológica,,,,,Investigación básica,,FALSE
"Santos, Gustavo & Helda Otero",Arqueología de Antioquia. Balances y síntesis regional.,2003,,TRUE,FALSE,,Síntesis datos,,,Macizo Antioqueño,,Investigación basica,,FALSE
"Giron, Jesús Mario",Arqueología de Buritica un asentamiento minero prehispánico.,1985,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Sierra Nevada,,Investigación básica,,FALSE
"Girón, Jesús Mario","Arqueología de Buriticá, un asentamiento minero prehispánico.",1989,,FALSE,FALSE,,Arqueología sitio/localidad,,,Macizo Antioqueño,,Investigación básica,,FALSE
"Reichel-Dolmatoff, Gerardo",Arqueología de Colombia: un texto introductorio.,1986,,TRUE,FALSE,Momil,Síntesis datos,,,,,Investigación básica,Ultima sintesis de la arqueología colombiana publicada por Reichel-Dolmatoff.,FALSE
"Mendez, Miguel","Arqueología de la Balsa, municipio de Cajibío. Cauca.",1983,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Valles alto Calima y alto y medio del Cauca,,Investigación básica,,FALSE
"Angulo, Carlos",Arqueología de la Ciénaga de Guájaro (Departamento del Atlántico).,1986,,TRUE,FALSE,Guájaro,Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Angulo, Carlos",Arqueología de la Ciénaga Grande de Santa Marta.,1978,,TRUE,FALSE,Loma de López; Campo Alegre Tasajeras; Palmira,Arqueología sitio/localidad,,Cacicazgos,Llanuras del Caribe cuencas bajas Sinú y San Jorge,,Investigación básica,,FALSE
"Patiño, Diógenes","Arqueología de la costa Pacífica caucana, Colombia.",1987,,TRUE,FALSE,"Las Delicias-Timbiquí, La Cocotera",Arqueología sitio/localidad,,Cacicazgos,Costa Pacífica,,Investigación básica,,FALSE
"Ardila, Gerardo",Arqueología de la Guajira.,1986,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Peninsula de la Guajira y corredor del Cesar,,Investigación básica,,FALSE
"Schottelius, Justus Wolgang",Arqueología de la Mesa de Los Santos.,1941,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Arcila, Graciliano",Arqueología de La Paz y alto Opón.,1942,,TRUE,FALSE,,Arqueología sitio/localidad,,,Montaña Santandereana,,Investigación básica,,FALSE
"Pérez, Pablo Fernando",Arqueología de la región de Chicamocha.,1988,,TRUE,FALSE,Bura,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Garcia, Liselotte & Sylvia Gutierrez",Arqueología de la Sabana de Bogotá.,1985,,TRUE,FALSE,"Quebradillas, La Loma, Tequendama III",Arqueología sitio/localidad,,Formativo,Altiplano Cundiboyacense,,Investigación básica,,FALSE
"Cubillos, Julio César & Víctor Bedoya","Arqueología de las riberas del río Magdalena, Espinal-Tolima",1954,,TRUE,FALSE,Hacienda Talura,Arqueología sitio/localidad,,Cacicazgos,Magdalena medio,,Investigación básica,,FALSE
"Lehmann, Henry",Arqueología de Moscopán.,1944,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Investigación básica,,FALSE
"Arcila, Graciliano",Arqueología de Mutatá.,1953,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Macizo Antioqueño,,Investigación básica,,FALSE
"Calle, Jairo & Luis R. Rodríguez","Arqueología de Mutiscua, Norte de Santander, Colombia.",1962,,TRUE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Montaña Santandereana,,Investigación básica,,FALSE
"Langebaek, Carl","Arqueología de nosotros mismos. Ocupaciones humanas y deterioro ambiental en los alrededores de la laguna de Fúquene, Colombia.",1996,,TRUE,FALSE,Fúquene,Arqueología sitio/localidad,Muisca,Cacicazgos,Altiplano Cundiboyacense,,Investigación básica,Este artículo es un resúmen muy breve de la tesis Doctoral de Langebaeck.,FALSE
"Botiva, Alvaro",Arqueología de rescate en cercanías de Neiva.,1982,,FALSE,FALSE,,Arqueología sitio/localidad,,Cacicazgos,Alto Magdalena,,Rescate arqueológico,,FALSE
"Llanos, Héctor; Jorge Alarcón y Arturo Cifuentes.",Arqueología de Rescate en el Alto Caquetá.,1995,,FALSE,FALSE,,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
"Enciso, Braida",Arqueología de rescate en el barrio Las Delicias.,1991,,TRUE,FALSE,Las Delicias,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Rescate arqueológico,,FALSE
"Patiño, Diógenes",Arqueología de rescate en el gasoducto de occidente Mariquita-Yumbo. Informe final.,1996,,FALSE,FALSE,Marsella-La Selva,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
"Cifuentes, Arturo & Leonardo Moreno",Arqueología de rescate en el sur de Bogotá. Candelaria La Nueva.,1987,,FALSE,FALSE,Candelaria La Nueva.,Arqueología sitio/localidad,,Cacicazgos,Altiplano Cundiboyacense,,Rescate arqueológico,,FALSE
"López, Carlos; Luis Nieto & Heidy Correcha",Arqueología de rescate en la línea de interconexion eléctrica de San Carlos (Antioquia)- Comuneros (Barrancabermeja).,1994,,TRUE,FALSE,Torre 209; Torre 75,Arqueología sitio/localidad,,,,,Rescate arqueológico,,FALSE
